"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","104","105","106","107","108","109","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265"
"1",426,0,0,11,0,1,3,0,0,1,0,3,272,0,0,0,0,0,0,0,0,0,1,13,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,13,4,109,0,18,0,0,503,0,108,0,5,0,1,0,2,0,0,0,0,1,0,0,0,8,1,0,283,0,0,0,0,0,4,17,0,0,0,86,2,0,0,0,0,0,0,173,56,0,148,0,0,1,0,0,0,1,0,0,319,0,0,0,0,0,174,1,0,0,0,106,65,0,4,0,0,0,0,0,0,0,2,107,0,0,0,1,0,0,276,0,0,0,0,31,92,0,48,68,260,91,61,2,1,0,73,0,0,51,2,0,1,0,0,1,165,1,0,840,489,706,456,0,30,0,0,0,334,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,348,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,105,0,0,0,3,9,0,0,1,1,0,0,5,11,1,0,1,0,94,1037,307,10,230,185,0,101,160,88,188,0,0,0,0,5,0,209,0,0,108,0,0,0,0,0,2,1,0,0,0,2,219,37,62,120,63
"2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3",0,0,16,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,4,7,1,0,3,0,2,12,1,2,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,4,7,3,0,2,4,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,107,0,0,0,1,6,61,0,11,6,17,1,0,0,2,1,7,0,0,2,2,0,0,0,0,0,0,1,0,32,18,2,24,0,1,1,4,1,12,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,1,0,4,1,0,0,0,0,3,0,0,3,21,9,7,21,4,0,14,5,7,3,0,2,3,1,6,1,1,1,0,0,0,0,1,0,7,0,0,0,0,7,0,0,3,11,0,1
"4",0,0,0,597,0,0,9,0,0,4,0,20,305,0,0,0,6,0,0,3,1,0,0,11,39,1,0,5,0,0,0,0,22,0,0,2,4,3,0,3,28,20,65,0,222,0,1,396,6,73,0,4,0,1,0,2,0,0,0,0,5,0,0,0,38,13,0,640,1,0,0,6,0,58,114,2,0,0,5966,18,0,4,0,0,0,0,642,416,0,681,2,0,4,0,0,0,29,0,0,408,0,0,0,0,5,1865,0,0,0,13,1932,1233,0,11,1,0,0,0,2,0,0,0,267,0,0,0,0,10,0,549,2,1,1,0,1035,427,0,305,254,184,31,960,12,13,1,2506,0,0,35,4,1,0,0,0,1,273,1,1,618,711,255,557,0,16,2,5,1,923,0,0,0,3,0,0,1,0,3,1,13,1,0,0,1,950,0,1,4,0,1,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,249,0,481,0,1,0,5,1,1,0,1,0,0,0,3,329,2,14,0,1,353,472,724,438,405,1608,0,184,293,61,90,1,0,0,2,6,0,203,0,0,1268,0,0,1,0,14,35,44,0,1,0,5,229,114,225,77,1
"5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,1,0,25,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,6,2,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,30,0,0,0,0,2,5,0,1,5,0,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,4,3,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"7",0,0,0,36,0,0,2758,2,0,3,0,2,52,0,1,1,3,0,0,0,0,1,0,11,7,0,0,1,0,0,0,0,5,2,3,4,6,0,0,1,24,12,146,0,18,0,0,1037,7,123,2,1,2,0,0,3,1,0,0,1,3,1,0,1,13,7,0,336,1,15,1,0,2,57,84,0,0,0,662,18,2,36,28,0,0,0,113,108,2,244,0,6,0,0,14,0,6,0,0,461,0,0,0,1,3,442,0,0,0,46,189,259,0,23,0,0,1,0,2,0,0,0,50,0,0,1,233,7,2,1713,0,1,2,0,367,2340,1,448,801,396,71,131,335,863,0,313,1,0,38,29,1,0,1,0,9,100,0,0,812,1124,674,618,1,23,0,0,0,655,0,0,2,1,1,0,0,0,724,1,19,0,0,0,0,569,0,0,1,0,0,0,255,2,0,20,5,2,0,0,0,24,0,0,2,0,1,0,30,0,60,0,3,0,1,2,1,0,5,0,0,1,403,28,4,793,0,3,846,896,118,36,271,550,6,272,690,93,198,0,0,0,6,19,0,157,5,0,351,0,0,1,0,3,46,27,1,5,0,242,53,129,405,116,1
"8",0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,0,0,0,0,1,15,0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,2,2,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0
"9",0,0,0,0,0,0,4,0,9,1,0,0,0,1,7,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,1,0,0,0,1,0,0,5,0,6,0,0,4,0,3,0,0,0,5,1,0,0,5,0,0,0,10,2,0,6,0,16,2,0,2,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,160,0,3,2,0,2,87,0,1,3,6,8,0,2,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,21,5,9,6,0,1,0,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,1,0,0,7,3,0,0,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,3,0,0,2,0,0,4,11,2,0,4,7,0,1,9,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,13,0,2,3,0,1,1,0
